2022-06-10 09:30:32,519 data_manager.py[line:2394] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 2, 'deep': 0.2, 'capacity': 500, 'jwd': '[114.524228, 30.505926]', 'gjwd': '[114.524189, 30.505954]', 'planId': '1535071323520212993'}}
2022-06-10 09:30:50,789 data_manager.py[line:2394] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 2, 'deep': 0.2, 'capacity': 500, 'jwd': '[114.524347, 30.505845]', 'gjwd': '[114.524347, 30.505845]', 'planId': '1535071323520212993'}}
2022-06-10 09:31:11,909 data_manager.py[line:2394] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 4, 'deep': 0.4, 'capacity': 500, 'jwd': '[114.524456, 30.505677]', 'gjwd': '[114.524456, 30.505677]', 'planId': '1535071323520212993'}}
2022-06-10 09:50:40,183 data_manager.py[line:2395] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 1, 'deep': 0.1, 'capacity': 500, 'jwd': '[114.524064, 30.506158]', 'gjwd': '[114.52406, 30.506169]', 'planId': '1535076815361515521'}}
2022-06-10 09:51:00,201 data_manager.py[line:2395] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 2, 'deep': 0.2, 'capacity': 500, 'jwd': '[114.524199, 30.505948]', 'gjwd': '[114.524172, 30.505972]', 'planId': '1535076815361515521'}}
2022-06-10 09:51:19,629 data_manager.py[line:2395] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 3, 'deep': 0.3, 'capacity': 500, 'jwd': '[114.524362, 30.505831]', 'gjwd': '[114.52435, 30.505843]', 'planId': '1535076815361515521'}}
2022-06-10 09:51:39,188 data_manager.py[line:2395] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 4, 'deep': 0.4, 'capacity': 500, 'jwd': '[114.524457, 30.505675]', 'gjwd': '[114.524457, 30.505675]', 'planId': '1535076815361515521'}}
2022-06-10 09:52:35,529 data_manager.py[line:2395] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 4, 'deep': 0.4, 'capacity': 500, 'jwd': '[114.524062, 30.506161]', 'gjwd': '[114.52406, 30.506167]', 'planId': '1535077268136632321'}}
2022-06-10 09:52:55,314 data_manager.py[line:2395] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 2, 'deep': 0.2, 'capacity': 500, 'jwd': '[114.524172, 30.505971]', 'gjwd': '[114.524168, 30.505975]', 'planId': '1535077268136632321'}}
2022-06-10 09:53:15,114 data_manager.py[line:2395] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 2, 'deep': 0.2, 'capacity': 500, 'jwd': '[114.524356, 30.505837]', 'gjwd': '[114.524348, 30.505845]', 'planId': '1535077268136632321'}}
2022-06-10 09:53:34,166 data_manager.py[line:2395] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 3, 'deep': 0.3, 'capacity': 500, 'jwd': '[114.524456, 30.505676]', 'gjwd': '[114.524456, 30.505676]', 'planId': '1535077268136632321'}}
2022-06-10 09:55:39,506 data_manager.py[line:2395] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 4, 'deep': 0.4, 'capacity': 500, 'jwd': '[114.524155, 30.50532]', 'gjwd': '[114.524155, 30.50532]', 'planId': '1535077987958890497'}}
2022-06-10 09:56:34,452 data_manager.py[line:2395] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 1, 'deep': 0.1, 'capacity': 500, 'jwd': '[114.524861, 30.505259]', 'gjwd': '[114.524861, 30.505259]', 'planId': '1535077987958890497'}}
2022-06-10 10:08:06,430 data_manager.py[line:2397] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 1, 'deep': 0.1, 'capacity': 500, 'jwd': '[114.524064, 30.506159]', 'gjwd': '[114.52406, 30.506171]', 'planId': '1535080887502217218'}}
2022-06-10 10:08:25,256 data_manager.py[line:2397] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 2, 'deep': 0.2, 'capacity': 500, 'jwd': '[114.524179, 30.505964]', 'gjwd': '[114.524171, 30.505972]', 'planId': '1535080887502217218'}}
2022-06-10 10:08:45,132 data_manager.py[line:2397] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 3, 'deep': 0.3, 'capacity': 500, 'jwd': '[114.524375, 30.505811]', 'gjwd': '[114.52435, 30.505843]', 'planId': '1535080887502217218'}}
2022-06-10 10:09:04,604 data_manager.py[line:2397] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 4, 'deep': 0.4, 'capacity': 500, 'jwd': '[114.524457, 30.505675]', 'gjwd': '[114.524457, 30.505675]', 'planId': '1535080887502217218'}}
2022-06-10 10:10:01,480 data_manager.py[line:2397] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 2, 'deep': 0.5, 'capacity': 500, 'jwd': '[114.525871, 30.505823]', 'gjwd': '[114.525871, 30.505818]', 'planId': '1535081645115154433'}}
2022-06-10 10:10:20,650 data_manager.py[line:2397] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 3, 'deep': 0.5, 'capacity': 500, 'jwd': '[114.525858, 30.505976]', 'gjwd': '[114.525857, 30.505972]', 'planId': '1535081645115154433'}}
2022-06-10 10:10:40,930 data_manager.py[line:2397] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 3, 'deep': 0.5, 'capacity': 500, 'jwd': '[114.526083, 30.506055]', 'gjwd': '[114.526083, 30.506055]', 'planId': '1535081645115154433'}}
2022-06-10 10:12:09,061 data_manager.py[line:2397] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 2, 'deep': 0.5, 'capacity': 500, 'jwd': '[114.525876, 30.505802]', 'gjwd': '[114.525879, 30.505798]', 'planId': '1535082264227979265'}}
2022-06-10 10:12:28,714 data_manager.py[line:2397] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 3, 'deep': 0.5, 'capacity': 500, 'jwd': '[114.525865, 30.505985]', 'gjwd': '[114.525858, 30.505973]', 'planId': '1535082264227979265'}}
2022-06-10 10:12:49,400 data_manager.py[line:2397] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 4, 'deep': 0.5, 'capacity': 500, 'jwd': '[114.526099, 30.506049]', 'gjwd': '[114.526082, 30.506055]', 'planId': '1535082264227979265'}}
2022-06-10 10:16:49,945 data_manager.py[line:2400] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 1, 'deep': 0.1, 'capacity': 500, 'jwd': '[114.524066, 30.506153]', 'gjwd': '[114.52406, 30.50617]', 'planId': '1535083409017118721'}}
2022-06-10 10:17:09,342 data_manager.py[line:2400] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 2, 'deep': 0.2, 'capacity': 500, 'jwd': '[114.524185, 30.50596]', 'gjwd': '[114.524176, 30.505968]', 'planId': '1535083409017118721'}}
2022-06-10 10:17:28,862 data_manager.py[line:2400] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 3, 'deep': 0.3, 'capacity': 500, 'jwd': '[114.524354, 30.505839]', 'gjwd': '[114.52435, 30.505843]', 'planId': '1535083409017118721'}}
2022-06-10 10:17:48,422 data_manager.py[line:2400] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 3, 'deep': 0.3, 'capacity': 500, 'jwd': '[114.524457, 30.505676]', 'gjwd': '[114.524457, 30.505676]', 'planId': '1535083409017118721'}}
2022-06-10 10:18:55,551 data_manager.py[line:2400] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 2, 'deep': 0.5, 'capacity': 500, 'jwd': '[114.525868, 30.505807]', 'gjwd': '[114.525858, 30.505795]', 'planId': '1535083886635098113'}}
2022-06-10 10:19:15,592 data_manager.py[line:2400] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 3, 'deep': 0.5, 'capacity': 500, 'jwd': '[114.525876, 30.505995]', 'gjwd': '[114.525876, 30.505995]', 'planId': '1535083886635098113'}}
2022-06-10 10:19:35,063 data_manager.py[line:2400] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 3, 'deep': 0.5, 'capacity': 500, 'jwd': '[114.526093, 30.506054]', 'gjwd': '[114.526083, 30.506056]', 'planId': '1535083886635098113'}}
2022-06-10 17:46:21,121 data_manager.py[line:2406] INFO {'发送采样数据成功': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'mapId': '1532304253270601729', 'bottleNum': 1, 'deep': 0.1, 'capacity': 500, 'jwd': '[114.524078, 30.506132]', 'gjwd': '[114.524064, 30.506158]', 'planId': '1535196556000468994'}}
